transmitter_id,date,total_detections,valid_hours,avg_detections_per_hour,date_dt
A69-1601-32687,20/06/2011,55,5,11,20/06/2011
A69-1601-32687,28/06/2011,22,2,11,28/06/2011
A69-1601-32687,29/06/2011,139,12,11.58333333,29/06/2011
A69-1601-32687,30/06/2011,42,7,6,30/06/2011
A69-1601-32687,05/07/2011,95,9,10.55555556,05/07/2011
A69-1601-32687,06/07/2011,83,4,20.75,06/07/2011
A69-1601-32687,07/07/2011,128,9,14.22222222,07/07/2011
A69-1601-32687,08/07/2011,54,6,9,08/07/2011
A69-1601-32687,09/07/2011,46,3,15.33333333,09/07/2011
A69-1601-32687,11/07/2011,216,14,15.42857143,11/07/2011
A69-1601-32687,12/07/2011,18,1,18,12/07/2011
A69-1601-32687,13/07/2011,109,6,18.16666667,13/07/2011
A69-1601-32687,15/07/2011,15,2,7.5,15/07/2011
A69-1601-32687,16/07/2011,123,15,8.2,16/07/2011
A69-1601-32687,17/07/2011,178,10,17.8,17/07/2011
A69-1601-32687,18/07/2011,68,7,9.714285714,18/07/2011
A69-1601-32687,19/07/2011,57,5,11.4,19/07/2011
A69-1601-32687,22/07/2011,115,9,12.77777778,22/07/2011
A69-1601-32687,23/07/2011,128,11,11.63636364,23/07/2011
A69-1601-32687,24/07/2011,112,15,7.466666667,24/07/2011
A69-1601-32687,25/07/2011,157,18,8.722222222,25/07/2011
A69-1601-32687,26/07/2011,44,8,5.5,26/07/2011
A69-1601-32687,27/07/2011,87,10,8.7,27/07/2011
A69-1601-32687,28/07/2011,121,16,7.5625,28/07/2011
A69-1601-32687,29/07/2011,101,8,12.625,29/07/2011
A69-1601-32687,30/07/2011,58,5,11.6,30/07/2011
A69-1601-32687,11/08/2011,45,5,9,11/08/2011
A69-1601-32687,15/08/2011,80,4,20,15/08/2011
A69-1601-32687,16/08/2011,155,14,11.07142857,16/08/2011
A69-1601-32687,17/08/2011,96,11,8.727272727,17/08/2011
A69-1601-32687,18/08/2011,160,12,13.33333333,18/08/2011
A69-1601-32687,19/08/2011,52,5,10.4,19/08/2011
A69-1601-32687,20/08/2011,60,6,10,20/08/2011
A69-1601-32687,21/08/2011,42,3,14,21/08/2011
A69-1601-32687,22/08/2011,61,6,10.16666667,22/08/2011
A69-1601-32687,23/08/2011,241,18,13.38888889,23/08/2011
A69-1601-32687,24/08/2011,87,10,8.7,24/08/2011
A69-1601-32687,25/08/2011,191,11,17.36363636,25/08/2011
A69-1601-32687,26/08/2011,185,19,9.736842105,26/08/2011
A69-1601-32687,27/08/2011,212,13,16.30769231,27/08/2011
A69-1601-32687,28/08/2011,75,4,18.75,28/08/2011
A69-1601-32687,08/09/2011,127,11,11.54545455,08/09/2011
A69-1601-32687,09/09/2011,95,9,10.55555556,09/09/2011
A69-1601-32687,10/09/2011,24,2,12,10/09/2011
A69-1601-32687,11/09/2011,24,4,6,11/09/2011
A69-1601-32687,15/09/2011,32,2,16,15/09/2011
A69-1601-32687,16/09/2011,53,7,7.571428571,16/09/2011
A69-1601-32687,17/09/2011,101,7,14.42857143,17/09/2011
A69-1601-32687,19/09/2011,51,5,10.2,19/09/2011
A69-1601-32687,20/09/2011,134,12,11.16666667,20/09/2011
A69-1601-32687,21/09/2011,91,7,13,21/09/2011
A69-1601-32687,22/09/2011,64,8,8,22/09/2011
A69-1601-32687,23/09/2011,121,11,11,23/09/2011
A69-1601-32687,24/09/2011,103,7,14.71428571,24/09/2011
A69-1601-32687,27/09/2011,14,4,3.5,27/09/2011
A69-1601-32687,28/09/2011,198,11,18,28/09/2011
A69-1601-32687,29/09/2011,51,5,10.2,29/09/2011
A69-1601-32687,30/09/2011,61,5,12.2,30/09/2011
A69-1601-32687,01/10/2011,28,3,9.333333333,01/10/2011
A69-1601-32687,02/10/2011,41,3,13.66666667,02/10/2011
A69-1601-32687,05/10/2011,21,3,7,05/10/2011
A69-1601-32687,06/10/2011,26,2,13,06/10/2011
A69-1601-32687,13/10/2011,29,4,7.25,13/10/2011
A69-1601-32687,14/10/2011,2,1,2,14/10/2011
A69-1601-32687,16/10/2011,7,2,3.5,16/10/2011
A69-1601-32687,24/10/2011,66,7,9.428571429,24/10/2011
A69-1601-32687,25/10/2011,205,15,13.66666667,25/10/2011
A69-1601-32687,26/10/2011,124,7,17.71428571,26/10/2011
A69-1601-32687,27/10/2011,107,12,8.916666667,27/10/2011
A69-1601-32687,28/10/2011,91,7,13,28/10/2011
A69-1601-32687,30/10/2011,85,7,12.14285714,30/10/2011
A69-1601-32687,01/11/2011,23,5,4.6,01/11/2011
A69-1601-32687,02/11/2011,7,1,7,02/11/2011
A69-1601-32687,03/11/2011,51,8,6.375,03/11/2011
A69-1601-32687,04/11/2011,11,2,5.5,04/11/2011
A69-1601-32687,05/11/2011,42,6,7,05/11/2011
A69-1601-32687,06/11/2011,126,11,11.45454545,06/11/2011
A69-1601-32687,07/11/2011,106,10,10.6,07/11/2011
A69-1601-32687,08/11/2011,92,11,8.363636364,08/11/2011
A69-1601-32687,09/11/2011,119,12,9.916666667,09/11/2011
A69-1601-32687,10/11/2011,50,6,8.333333333,10/11/2011
A69-1601-32687,11/11/2011,17,2,8.5,11/11/2011
A69-1601-32687,13/11/2011,31,3,10.33333333,13/11/2011
A69-1601-32687,14/11/2011,14,3,4.666666667,14/11/2011
A69-1601-32687,15/11/2011,90,7,12.85714286,15/11/2011
A69-1601-32687,16/11/2011,26,2,13,16/11/2011
A69-1601-32687,17/11/2011,52,7,7.428571429,17/11/2011
A69-1601-32687,18/11/2011,98,18,5.444444444,18/11/2011
A69-1601-32687,19/11/2011,182,11,16.54545455,19/11/2011
A69-1601-32687,20/11/2011,82,9,9.111111111,20/11/2011
A69-1601-32687,21/11/2011,50,8,6.25,21/11/2011
A69-1601-32687,22/11/2011,25,4,6.25,22/11/2011
A69-1601-32687,23/11/2011,87,11,7.909090909,23/11/2011
A69-1601-32687,24/11/2011,34,4,8.5,24/11/2011
A69-1601-32687,25/11/2011,21,4,5.25,25/11/2011
A69-1601-32687,26/11/2011,11,3,3.666666667,26/11/2011
A69-1601-32687,27/11/2011,224,22,10.18181818,27/11/2011
A69-1601-32687,28/11/2011,40,4,10,28/11/2011
A69-1601-32687,07/12/2011,63,6,10.5,07/12/2011
A69-1601-32687,08/12/2011,398,24,16.58333333,08/12/2011
A69-1601-32687,09/12/2011,397,24,16.54166667,09/12/2011
A69-1601-32687,10/12/2011,209,14,14.92857143,10/12/2011
A69-1601-32687,11/12/2011,15,4,3.75,11/12/2011
A69-1601-32687,12/12/2011,111,6,18.5,12/12/2011
A69-1601-32687,13/12/2011,196,16,12.25,13/12/2011
A69-1601-32687,14/12/2011,168,17,9.882352941,14/12/2011
A69-1601-32687,15/12/2011,79,12,6.583333333,15/12/2011
A69-1601-32687,16/12/2011,108,17,6.352941176,16/12/2011
A69-1601-32687,17/12/2011,115,12,9.583333333,17/12/2011
A69-1601-32687,18/12/2011,185,18,10.27777778,18/12/2011
A69-1601-32687,19/12/2011,288,20,14.4,19/12/2011
A69-1601-32687,20/12/2011,290,21,13.80952381,20/12/2011
A69-1601-32687,21/12/2011,271,21,12.9047619,21/12/2011
A69-1601-32687,22/12/2011,169,16,10.5625,22/12/2011
A69-1601-32687,23/12/2011,15,3,5,23/12/2011
A69-1601-32687,24/12/2011,19,3,6.333333333,24/12/2011
A69-1601-32687,25/12/2011,6,2,3,25/12/2011
A69-1601-32687,26/12/2011,18,7,2.571428571,26/12/2011
A69-1601-32687,27/12/2011,5,1,5,27/12/2011
A69-1601-32687,28/12/2011,22,6,3.666666667,28/12/2011
A69-1601-32687,29/12/2011,36,10,3.6,29/12/2011
A69-1601-32687,30/12/2011,42,7,6,30/12/2011
A69-1601-32687,31/12/2011,111,14,7.928571429,31/12/2011
A69-1601-32687,01/01/2012,183,16,11.4375,01/01/2012
A69-1601-32687,02/01/2012,164,19,8.631578947,02/01/2012
A69-1601-32687,03/01/2012,145,14,10.35714286,03/01/2012
A69-1601-32687,04/01/2012,152,14,10.85714286,04/01/2012
A69-1601-32687,05/01/2012,174,18,9.666666667,05/01/2012
A69-1601-32687,06/01/2012,154,14,11,06/01/2012
A69-1601-32687,07/01/2012,203,16,12.6875,07/01/2012
A69-1601-32687,08/01/2012,175,13,13.46153846,08/01/2012
A69-1601-32687,09/01/2012,14,4,3.5,09/01/2012
A69-1601-32687,10/01/2012,19,5,3.8,10/01/2012
A69-1601-32687,11/01/2012,18,5,3.6,11/01/2012
A69-1601-32687,12/01/2012,32,5,6.4,12/01/2012
A69-1601-32687,13/01/2012,45,11,4.090909091,13/01/2012
A69-1601-32687,14/01/2012,28,7,4,14/01/2012
A69-1601-32687,15/01/2012,6,2,3,15/01/2012
A69-1601-32687,16/01/2012,13,3,4.333333333,16/01/2012
A69-1601-32687,17/01/2012,114,14,8.142857143,17/01/2012
A69-1601-32687,18/01/2012,107,15,7.133333333,18/01/2012
A69-1601-32687,19/01/2012,132,15,8.8,19/01/2012
A69-1601-32687,20/01/2012,174,15,11.6,20/01/2012
A69-1601-32687,21/01/2012,228,15,15.2,21/01/2012
A69-1601-32687,22/01/2012,302,21,14.38095238,22/01/2012
A69-1601-32687,23/01/2012,389,22,17.68181818,23/01/2012
A69-1601-32687,24/01/2012,81,8,10.125,24/01/2012
A69-1601-32687,25/01/2012,12,3,4,25/01/2012
A69-1601-32687,26/01/2012,22,6,3.666666667,26/01/2012
A69-1601-32687,31/01/2012,54,10,5.4,31/01/2012
A69-1601-32687,01/02/2012,5,2,2.5,01/02/2012
A69-1601-32687,10/02/2012,27,6,4.5,10/02/2012
A69-1601-32687,11/02/2012,20,6,3.333333333,11/02/2012
A69-1601-32687,13/02/2012,16,5,3.2,13/02/2012
A69-1601-32687,14/02/2012,9,4,2.25,14/02/2012
A69-1601-32687,15/02/2012,4,1,4,15/02/2012
A69-1601-32687,16/02/2012,11,3,3.666666667,16/02/2012
A69-1601-32687,17/02/2012,8,2,4,17/02/2012
A69-1601-32687,18/02/2012,22,3,7.333333333,18/02/2012
A69-1601-32687,19/02/2012,6,2,3,19/02/2012
A69-1601-32687,25/06/2012,4,1,4,25/06/2012
A69-1601-32687,02/07/2012,36,7,5.142857143,02/07/2012
A69-1601-32687,03/07/2012,29,6,4.833333333,03/07/2012
A69-1601-32687,04/07/2012,7,2,3.5,04/07/2012
A69-1601-32687,07/07/2012,6,2,3,07/07/2012
A69-1601-32687,16/07/2012,65,2,32.5,16/07/2012
A69-1601-32687,17/07/2012,541,24,22.54166667,17/07/2012
A69-1601-32687,18/07/2012,622,24,25.91666667,18/07/2012
A69-1601-32687,19/07/2012,293,16,18.3125,19/07/2012
A69-1601-32687,20/07/2012,372,23,16.17391304,20/07/2012
A69-1601-32687,21/07/2012,201,14,14.35714286,21/07/2012
A69-1601-32687,22/07/2012,181,14,12.92857143,22/07/2012
A69-1601-32687,23/07/2012,213,21,10.14285714,23/07/2012
A69-1601-32687,24/07/2012,290,22,13.18181818,24/07/2012
A69-1601-32687,25/07/2012,347,23,15.08695652,25/07/2012
A69-1601-32687,26/07/2012,433,23,18.82608696,26/07/2012
A69-1601-32687,27/07/2012,152,8,19,27/07/2012
A69-1601-32687,28/07/2012,103,13,7.923076923,28/07/2012
A69-1601-32687,29/07/2012,263,24,10.95833333,29/07/2012
A69-1601-32687,30/07/2012,458,24,19.08333333,30/07/2012
A69-1601-32687,31/07/2012,434,20,21.7,31/07/2012
A69-1601-32687,01/08/2012,445,24,18.54166667,01/08/2012
A69-1601-32687,02/08/2012,379,24,15.79166667,02/08/2012
A69-1601-32687,03/08/2012,350,20,17.5,03/08/2012
A69-1601-32687,04/08/2012,321,21,15.28571429,04/08/2012
A69-1601-32687,05/08/2012,185,17,10.88235294,05/08/2012
A69-1601-32687,06/08/2012,80,12,6.666666667,06/08/2012
A69-1601-32687,07/08/2012,131,13,10.07692308,07/08/2012
